tweet_id,created_at,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,retweet_count,favorite_count,jpg_url,retweeted,favorited
829141528400556032,2017-02-08 01:35:19+00:00,,,False,7941,25657,http://pbs.twimg.com/media/C4GzztRWMAEB6U0.jpg,False,False
828650029636317184,2017-02-06 17:02:17+00:00,,,False,1444,9954,http://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,False,False
828409743546925057,2017-02-06 01:07:28+00:00,,,False,1233,6608,http://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg,False,False
828376505180889089,2017-02-05 22:55:23+00:00,,,False,1144,7731,http://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,False,False
826958653328592898,2017-02-02 01:01:21+00:00,,,False,5378,22655,http://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,False,False
826598365270007810,2017-02-01 01:09:42+00:00,,,False,2519,10579,http://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg,False,False
826240494070030336,2017-01-31 01:27:39+00:00,,,False,2779,13944,http://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,False,False
826204788643753985,2017-01-30 23:05:46+00:00,,,False,1000,5130,http://pbs.twimg.com/media/C3dEzahWAAA3QFj.jpg,False,False
826115272272650244,2017-01-30 17:10:04+00:00,,,False,3374,16448,http://pbs.twimg.com/media/C3bzVILWcAUjS5i.jpg,False,False
825876512159186944,2017-01-30 01:21:19+00:00,,,False,2011,10998,http://pbs.twimg.com/media/C3YaSnQWAAILgz0.jpg,False,False
825829644528148480,2017-01-29 22:15:05+00:00,,,False,2676,13382,http://pbs.twimg.com/media/C3XvqIOXUAQEP25.jpg,False,False
825147591692263424,2017-01-28 01:04:51+00:00,,,False,4919,19243,http://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,False,False
824663926340194305,2017-01-26 17:02:56+00:00,,,False,1864,10603,http://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,False,False
824325613288833024,2017-01-25 18:38:36+00:00,,,False,11185,12414,http://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,False,False
824297048279236611,2017-01-25 16:45:05+00:00,,,False,4165,15857,http://pbs.twimg.com/media/C3B9yooXUAUZYds.jpg,False,False
823939628516474880,2017-01-24 17:04:50+00:00,,,False,2912,11199,http://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,False,False
823581115634085888,2017-01-23 17:20:14+00:00,,,False,2849,13720,http://pbs.twimg.com/media/C23ypm6VQAAO31l.jpg,False,False
